Kontext,Frage,Antwort
"Lehrbetriebsverbünde bestimmen eine Leitorganisation oder einen Leitbetrieb, die oder der den Lehrvertrag mit den Lernenden abschliesst. Diese Leitstellen erhalten die Bildungsbewilligung und regeln die Zusammenarbeit mit den beteiligten Ausbildungsbetrieben. Zudem vertreten sie den Verbund nach aussen (Kantone und Dritte). Die Lernenden werden in verschiedenen Betrieben ausgebildet (Rotationsprinzip). Somit können sich kleine oder spezialisierte Betriebe aktiv an der beruflichen Grundbildung beteiligen. Bezüglich Organisation lässt sich die Ausbildung in einem Lehrbetriebsverbund mit der Ausbildung in einem Betrieb mit mehreren Abteilungen vergleichen. Der administrative sowie der Bildungsaufwand der einzelnen Betriebe werden durch die zentrale Verwaltung einer Leitorganisation optimiert.",Womit lässt sich die Organisation der Ausbildung in einem Lehrbetriebsverbund vergleichen? , mit der Ausbildung in einem Betrieb mit mehreren Abteilungen 
"Lehrbetriebsverbünde bestimmen eine Leitorganisation oder einen Leitbetrieb, die oder der den Lehrvertrag mit den Lernenden abschliesst. Diese Leitstellen erhalten die Bildungsbewilligung und regeln die Zusammenarbeit mit den beteiligten Ausbildungsbetrieben. Zudem vertreten sie den Verbund nach aussen (Kantone und Dritte). Die Lernenden werden in verschiedenen Betrieben ausgebildet (Rotationsprinzip). Somit können sich kleine oder spezialisierte Betriebe aktiv an der beruflichen Grundbildung beteiligen. Bezüglich Organisation lässt sich die Ausbildung in einem Lehrbetriebsverbund mit der Ausbildung in einem Betrieb mit mehreren Abteilungen vergleichen. Der administrative sowie der Bildungsaufwand der einzelnen Betriebe werden durch die zentrale Verwaltung einer Leitorganisation optimiert.",Was wird durch die zentrale Verwaltung einer Leitorganisation optimiert? ,er administrative sowie der Bildungsaufwand der einzelnen Betrieb
"Die Leitorganisation oder der Leitbetrieb ist sowohl Vertragspartner als auch Bindeglied zwischen den beteiligten Betrieben und der lernenden Person. Es ist möglich, über Kantonsgrenzen hinweg Verbünde zu schaffen. Für die Zuständigkeit seitens der kantonalen Behörden ist der Sitz der Leitorganisation ausschlaggebend. Zentrale Punkte der Ausbildung im Verbund sind gesetzlich klar geregelt. Diese gesetzlichen Grundlagen erlauben eine grosse Flexibilität in der Ausgestaltung der Lehrbetriebsverbünde.",Was ist die Rolle der Leitorganisation oder des Leitbetriebs? , Vertragspartner als auch Bindeglied zwischen den beteiligten Betrieben und der lernenden Person. 
"Die Leitorganisation oder der Leitbetrieb ist sowohl Vertragspartner als auch Bindeglied zwischen den beteiligten Betrieben und der lernenden Person. Es ist möglich, über Kantonsgrenzen hinweg Verbünde zu schaffen. Für die Zuständigkeit seitens der kantonalen Behörden ist der Sitz der Leitorganisation ausschlaggebend. Zentrale Punkte der Ausbildung im Verbund sind gesetzlich klar geregelt. Diese gesetzlichen Grundlagen erlauben eine grosse Flexibilität in der Ausgestaltung der Lehrbetriebsverbünde.","Ist es möglich, Verbünde über Kantonsgrenzen hinweg zu schaffen? "," Es ist möglich, über Kantonsgrenzen hinweg Verbünde zu schaffen. "
"Die Leitorganisation oder der Leitbetrieb ist sowohl Vertragspartner als auch Bindeglied zwischen den beteiligten Betrieben und der lernenden Person. Es ist möglich, über Kantonsgrenzen hinweg Verbünde zu schaffen. Für die Zuständigkeit seitens der kantonalen Behörden ist der Sitz der Leitorganisation ausschlaggebend. Zentrale Punkte der Ausbildung im Verbund sind gesetzlich klar geregelt. Diese gesetzlichen Grundlagen erlauben eine grosse Flexibilität in der Ausgestaltung der Lehrbetriebsverbünde.",Welcher Faktor bestimmt die Zuständigkeit der kantonalen Behörden? , der Sitz der Leitorganisation 
"Die Leitorganisation oder der Leitbetrieb ist sowohl Vertragspartner als auch Bindeglied zwischen den beteiligten Betrieben und der lernenden Person. Es ist möglich, über Kantonsgrenzen hinweg Verbünde zu schaffen. Für die Zuständigkeit seitens der kantonalen Behörden ist der Sitz der Leitorganisation ausschlaggebend. Zentrale Punkte der Ausbildung im Verbund sind gesetzlich klar geregelt. Diese gesetzlichen Grundlagen erlauben eine grosse Flexibilität in der Ausgestaltung der Lehrbetriebsverbünde.",Sind zentrale Punkte der Ausbildung im Verbund gesetzlich geregelt? , Zentrale Punkte der Ausbildung im Verbund sind gesetzlich klar geregelt. 
"Die Leitorganisation oder der Leitbetrieb ist sowohl Vertragspartner als auch Bindeglied zwischen den beteiligten Betrieben und der lernenden Person. Es ist möglich, über Kantonsgrenzen hinweg Verbünde zu schaffen. Für die Zuständigkeit seitens der kantonalen Behörden ist der Sitz der Leitorganisation ausschlaggebend. Zentrale Punkte der Ausbildung im Verbund sind gesetzlich klar geregelt. Diese gesetzlichen Grundlagen erlauben eine grosse Flexibilität in der Ausgestaltung der Lehrbetriebsverbünde.",Erlauben die gesetzlichen Grundlagen Flexibilität in der Ausgestaltung der Lehrbetriebsverbünde? , Diese gesetzlichen Grundlagen erlauben eine grosse Flexibilität in der Ausgestaltung der Lehrbetriebsverbünde.
"Verordnung vom 19. November 2003 über die Berufsbildung (BBV): Art. 6 Begriffe c. Lehrbetriebsverbund: ein Zusammenschluss von mehreren Betrieben zum Zweck, Lernenden in verschiedenen spezialisierten Betrieben eine umfassende Bildung in beruflicher Praxis zu gewährleisten; Art. 8 Lehrvertrag 2 Findet die Grundbildung in einem Lehrbetriebsverbund statt, so schliesst der Leitbetrieb oder die Leitorganisation mit der lernenden Person den Lehrvertrag ab.",Wann wurde die Verordnung über die Berufsbildung verabschiedet? , 19. November 2003 
"Verordnung vom 19. November 2003 über die Berufsbildung (BBV): Art. 6 Begriffe c. Lehrbetriebsverbund: ein Zusammenschluss von mehreren Betrieben zum Zweck, Lernenden in verschiedenen spezialisierten Betrieben eine umfassende Bildung in beruflicher Praxis zu gewährleisten; Art. 8 Lehrvertrag 2 Findet die Grundbildung in einem Lehrbetriebsverbund statt, so schliesst der Leitbetrieb oder die Leitorganisation mit der lernenden Person den Lehrvertrag ab.",Was ist ein Lehrbetriebsverbund laut Art. 6 der BBV? ," ein Zusammenschluss von mehreren Betrieben zum Zweck, Lernenden in verschiedenen spezialisierten Betrieben eine umfassende Bildung in beruflicher Praxis zu gewährleisten"
"Verordnung vom 19. November 2003 über die Berufsbildung (BBV): Art. 6 Begriffe c. Lehrbetriebsverbund: ein Zusammenschluss von mehreren Betrieben zum Zweck, Lernenden in verschiedenen spezialisierten Betrieben eine umfassende Bildung in beruflicher Praxis zu gewährleisten; Art. 8 Lehrvertrag 2 Findet die Grundbildung in einem Lehrbetriebsverbund statt, so schliesst der Leitbetrieb oder die Leitorganisation mit der lernenden Person den Lehrvertrag ab.",Welcher Artikel der BBV beschäftigt sich mit dem Lehrvertrag? , Art. 8 
"Verordnung vom 19. November 2003 über die Berufsbildung (BBV): Art. 6 Begriffe c. Lehrbetriebsverbund: ein Zusammenschluss von mehreren Betrieben zum Zweck, Lernenden in verschiedenen spezialisierten Betrieben eine umfassende Bildung in beruflicher Praxis zu gewährleisten; Art. 8 Lehrvertrag 2 Findet die Grundbildung in einem Lehrbetriebsverbund statt, so schliesst der Leitbetrieb oder die Leitorganisation mit der lernenden Person den Lehrvertrag ab.","Wer schließt den Lehrvertrag ab, wenn die Grundbildung in einem Lehrbetriebsverbund stattfindet? ", der Leitbetrieb oder die Leitorganisation mit der lernenden Person 
"Art. 9 Standort der betrieblich organisierten Grundbildung 3 Bei einem Lehrbetriebsverbund ist der Standort des Leitbetriebs oder der Leitorganisation massgebend.Art. 14 Lehrbetriebsverbund 1 Die an einem Lehrbetriebsverbund beteiligten Betriebe regeln ihre Zuständigkeiten und Verantwortlichkeiten in einem schriftlichen Vertrag. 2 Sie benennen einen Leitbetrieb oder eine Leitorganisation, die den Lehrvertrag abschliesst und den Verbund gegenüber aussen vertritt. 3 Die Bildungsbewilligung für den Lehrbetriebsverbund wird dem Leitbetrieb oder der Leitorganisation erteilt.",Was ist der Standort der betrieblich organisierten Grundbildung bei einem Lehrbetriebsverbund? , der Standort des Leitbetriebs oder der Leitorganisation 
"Art. 9 Standort der betrieblich organisierten Grundbildung 3 Bei einem Lehrbetriebsverbund ist der Standort des Leitbetriebs oder der Leitorganisation massgebend.Art. 14 Lehrbetriebsverbund 1 Die an einem Lehrbetriebsverbund beteiligten Betriebe regeln ihre Zuständigkeiten und Verantwortlichkeiten in einem schriftlichen Vertrag. 2 Sie benennen einen Leitbetrieb oder eine Leitorganisation, die den Lehrvertrag abschliesst und den Verbund gegenüber aussen vertritt. 3 Die Bildungsbewilligung für den Lehrbetriebsverbund wird dem Leitbetrieb oder der Leitorganisation erteilt.",Wie regeln die Betriebe in einem Lehrbetriebsverbund ihre Zuständigkeiten und Verantwortlichkeiten? , in einem schriftlichen Vertrag
"Art. 9 Standort der betrieblich organisierten Grundbildung 3 Bei einem Lehrbetriebsverbund ist der Standort des Leitbetriebs oder der Leitorganisation massgebend.Art. 14 Lehrbetriebsverbund 1 Die an einem Lehrbetriebsverbund beteiligten Betriebe regeln ihre Zuständigkeiten und Verantwortlichkeiten in einem schriftlichen Vertrag. 2 Sie benennen einen Leitbetrieb oder eine Leitorganisation, die den Lehrvertrag abschliesst und den Verbund gegenüber aussen vertritt. 3 Die Bildungsbewilligung für den Lehrbetriebsverbund wird dem Leitbetrieb oder der Leitorganisation erteilt.",Was benennen die Betriebe in einem Lehrbetriebsverbund? , einen Leitbetrieb oder eine Leitorganisation
"Art. 9 Standort der betrieblich organisierten Grundbildung 3 Bei einem Lehrbetriebsverbund ist der Standort des Leitbetriebs oder der Leitorganisation massgebend.Art. 14 Lehrbetriebsverbund 1 Die an einem Lehrbetriebsverbund beteiligten Betriebe regeln ihre Zuständigkeiten und Verantwortlichkeiten in einem schriftlichen Vertrag. 2 Sie benennen einen Leitbetrieb oder eine Leitorganisation, die den Lehrvertrag abschliesst und den Verbund gegenüber aussen vertritt. 3 Die Bildungsbewilligung für den Lehrbetriebsverbund wird dem Leitbetrieb oder der Leitorganisation erteilt.",Wofür ist der Leitbetrieb oder die Leitorganisation in einem Lehrbetriebsverbund verantwortlich? , den Lehrvertrag abschliesst und den Verbund gegenüber aussen vertritt
"Art. 9 Standort der betrieblich organisierten Grundbildung 3 Bei einem Lehrbetriebsverbund ist der Standort des Leitbetriebs oder der Leitorganisation massgebend.Art. 14 Lehrbetriebsverbund 1 Die an einem Lehrbetriebsverbund beteiligten Betriebe regeln ihre Zuständigkeiten und Verantwortlichkeiten in einem schriftlichen Vertrag. 2 Sie benennen einen Leitbetrieb oder eine Leitorganisation, die den Lehrvertrag abschliesst und den Verbund gegenüber aussen vertritt. 3 Die Bildungsbewilligung für den Lehrbetriebsverbund wird dem Leitbetrieb oder der Leitorganisation erteilt.",Wem wird die Bildungsbewilligung für den Lehrbetriebsverbund erteilt? , dem Leitbetrieb oder der Leitorganisation 
"Welche Modelle sind möglich? Kleinverbund In einem Kleinverbund schliessen sich zwei oder mehrere Betriebe zusammen und bilden ergänzend aus. Verantwortlich für die Bildung der Lernenden ist der Leitbetrieb, die Partnerbetriebe decken Lernbereiche ab, die der Lehrbetrieb nicht vermitteln kann, oder die vom Partnerbetrieb besser vermittelt werden können.","Welche Art von Verbund wird beschrieben, wenn sich zwei oder mehrere Betriebe zusammenschließen und ergänzend ausbilden? ", Kleinverbund 
"Welche Modelle sind möglich? Kleinverbund In einem Kleinverbund schliessen sich zwei oder mehrere Betriebe zusammen und bilden ergänzend aus. Verantwortlich für die Bildung der Lernenden ist der Leitbetrieb, die Partnerbetriebe decken Lernbereiche ab, die der Lehrbetrieb nicht vermitteln kann, oder die vom Partnerbetrieb besser vermittelt werden können.",Wer ist verantwortlich für die Bildung der Lernenden in einem Kleinverbund? , der Leitbetrieb
"Welche Modelle sind möglich? Kleinverbund In einem Kleinverbund schliessen sich zwei oder mehrere Betriebe zusammen und bilden ergänzend aus. Verantwortlich für die Bildung der Lernenden ist der Leitbetrieb, die Partnerbetriebe decken Lernbereiche ab, die der Lehrbetrieb nicht vermitteln kann, oder die vom Partnerbetrieb besser vermittelt werden können.",Wofür sind die Partnerbetriebe in einem Kleinverbund zuständig? ," decken Lernbereiche ab, die der Lehrbetrieb nicht vermitteln kann, oder die vom Partnerbetrieb besser vermittelt werden können"
Grossverbund Dieser verfügt über eine Leitorganisation oder einen Leitbetrieb. Die Leitorganisation kann extern organisiert sein und übernimmt wichtige organisatorische und administrative Aufgaben. Ausgebildet wird in den verschiedenen beteiligten Betrieben der Ausbildungsgemeinschaft. Beispiel für eine mögliche Organisation:,Was ist ein Großverbund? ,Grossverbund Dieser verfügt über eine Leitorganisation oder einen Leitbetrieb.
Grossverbund Dieser verfügt über eine Leitorganisation oder einen Leitbetrieb. Die Leitorganisation kann extern organisiert sein und übernimmt wichtige organisatorische und administrative Aufgaben. Ausgebildet wird in den verschiedenen beteiligten Betrieben der Ausbildungsgemeinschaft. Beispiel für eine mögliche Organisation:,Welche Rolle spielt die Leitorganisation in einem Großverbund? , Die Leitorganisation kann extern organisiert sein und übernimmt wichtige organisatorische und administrative Aufgaben. 
Grossverbund Dieser verfügt über eine Leitorganisation oder einen Leitbetrieb. Die Leitorganisation kann extern organisiert sein und übernimmt wichtige organisatorische und administrative Aufgaben. Ausgebildet wird in den verschiedenen beteiligten Betrieben der Ausbildungsgemeinschaft. Beispiel für eine mögliche Organisation:,Wo findet die Ausbildung in einem Großverbund statt? , Ausgebildet wird in den verschiedenen beteiligten Betrieben der Ausbildungsgemeinschaft. 
Grossverbund Dieser verfügt über eine Leitorganisation oder einen Leitbetrieb. Die Leitorganisation kann extern organisiert sein und übernimmt wichtige organisatorische und administrative Aufgaben. Ausgebildet wird in den verschiedenen beteiligten Betrieben der Ausbildungsgemeinschaft. Beispiel für eine mögliche Organisation:,Wie kann eine mögliche Organisation eines Großverbunds aussehen? , Beispiel für eine mögliche Organisation:
Was sind die Aufgaben von Leitbetrieb oder Leitorganisation? Der Leitbetrieb oder die Leitorganisation ist verantwortlich für die Vollständigkeit der Ausbildung und vertritt den Lehrbetrieb nach aussen.,Was ist der Leitbetrieb oder die Leitorganisation verantwortlich für? , die Vollständigkeit der Ausbildung 
Was sind die Aufgaben von Leitbetrieb oder Leitorganisation? Der Leitbetrieb oder die Leitorganisation ist verantwortlich für die Vollständigkeit der Ausbildung und vertritt den Lehrbetrieb nach aussen.,Wofür vertritt der Leitbetrieb oder die Leitorganisation den Lehrbetrieb? , nach aussen
"Leitbetrieb Ein Leitbetrieb bildet meist selbst aus, übernimmt jedoch daneben die personellen, organisatorischen, planerischen und leitenden Funktionen. Zudem ist er zuständig für die Rechnungsstellung an die Verbundbetriebe. Dieses Modell eignet sich eher für kleine Lehrbetriebsverbünde.",Was macht ein Leitbetrieb hauptsächlich? , bildet meist selbst aus
